date,user,bedtime,in_experimental_group,intended_bedtime,fitness,adherence_importance,rise_reason,risetime
"2015-06-13","29",,False,2015-06-13 23:00:00,81.0,80.0,False,2015-06-13 07:30:00
"2015-06-13","9",,False,2015-06-14 02:00:00,52.0,31.0,True,2015-06-13 07:30:00
"2015-06-13","12",,True,2015-06-14 00:30:00,74.0,24.0,False,2015-06-13 09:30:00
"2015-06-13","18",2015-06-14 00:35:23.254,True,2015-06-13 23:30:00,80.0,8.0,False,2015-06-13 11:35:00
"2015-06-13","31",2015-06-14 00:51:04.615,False,2015-06-14 01:00:00,62.0,33.0,True,2015-06-13 07:45:00
"2015-06-14","36",2015-06-14 15:31:08.201,False,,,,,
"2015-08-10","9999",2015-08-10 16:15:28.644,True,2015-08-10 15:53:00,47.0,54.0,True,2015-08-10 15:52:00
"2015-08-09","9999",,True,2015-08-09 15:57:00,41.0,70.0,True,2015-08-09 15:56:00
"2015-08-05","9999",,True,2015-08-06 05:00:00,58.0,76.0,False,2015-08-05 05:00:00
"2015-08-04","9999",,True,2015-08-05 05:00:00,45.0,38.0,False,2015-08-04 05:00:00
"2015-08-06","9999",2015-08-06 12:19:31.007,True,2015-08-06 14:23:00,71.0,59.0,False,2015-08-06 18:25:00
"2015-08-01","9999",2015-08-01 12:13:24.589,True,,,,,
"2015-08-04","9998",,False,2015-08-04 16:53:00,44.0,67.0,True,2015-08-04 16:52:00
"2015-08-02","6789",2015-08-02 16:44:36.340,True,2015-08-02 23:30:00,52.0,57.0,True,2015-08-02 09:15:00
"2015-08-04","6789",2015-08-04 16:45:24.644,True,,,,,
"2015-08-07","41",2015-08-07 12:23:53.970,False,,,,,
"2015-08-07","42",2015-08-07 23:38:33.066,False,,,,,
"2015-08-08","38",2015-08-08 11:55:30.162,False,,,,,
"2015-08-08","42",2015-08-09 02:28:51.815,False,,,,,
"2015-08-09","42",2015-08-10 00:51:07.920,False,2015-08-10 00:10:00,32.0,16.0,False,2015-08-09 09:50:00
"2015-08-09","38",2015-08-09 23:48:03.005,False,2015-08-09 23:00:00,68.0,42.0,True,2015-08-09 10:30:00
"2015-08-09","41",2015-08-09 23:08:31.573,False,2015-08-09 23:00:00,0.0,74.0,False,2015-08-09 10:30:00
"2015-08-09","44",2015-08-10 00:10:37.480,True,2015-08-09 23:59:00,56.0,47.0,True,2015-08-09 11:00:00
"2015-08-09","45",2015-08-10 00:04:35.732,False,2015-08-09 23:30:00,59.0,72.0,True,2015-08-09 09:00:00
"2015-08-06","45",2015-08-06 23:29:57.423,False,,,,,
"2015-08-08","44",2015-08-08 21:21:20.725,True,,,,,
"2015-08-10","42",2015-08-11 00:13:10.251,False,2015-08-11 00:10:00,77.0,41.0,True,2015-08-10 07:52:00
"2015-08-10","38",2015-08-10 23:12:14.827,False,2015-08-10 23:00:00,59.0,70.0,True,2015-08-10 08:30:00
"2015-08-10","41",2015-08-11 01:02:00.066,False,2015-08-11 00:00:00,68.0,50.0,True,2015-08-10 08:30:00
"2015-08-10","44",2015-08-10 23:19:57.666,True,2015-08-10 23:00:00,65.0,69.0,True,2015-08-10 08:30:00
"2015-08-10","45",2015-08-10 23:41:28.321,False,2015-08-11 00:00:00,60.0,36.0,True,2015-08-10 07:45:00
"2015-08-11","42",2015-08-11 23:21:41.715,False,2015-08-11 23:50:00,0.0,65.0,True,2015-08-11 08:40:00
"2015-08-11","38",2015-08-11 08:56:34.201,False,2015-08-11 23:00:00,60.0,17.0,False,2015-08-11 09:00:00
"2015-08-11","41",2015-08-12 00:59:48.759,False,2015-08-12 00:30:00,76.0,48.0,False,2015-08-11 08:45:00
"2015-08-11","45",2015-08-11 23:50:45.318,False,2015-08-12 00:00:00,58.0,35.0,True,2015-08-11 07:45:00
"2015-08-11","44",2015-08-11 23:04:43.111,True,2015-08-11 23:00:00,76.0,60.0,True,2015-08-11 08:30:00
"2015-08-12","42",2015-08-13 01:27:50.888,False,2015-08-12 23:00:00,13.0,29.0,True,2015-08-12 07:27:00
"2015-08-12","38",2015-08-12 23:27:03.710,False,2015-08-12 23:30:00,34.0,14.0,False,2015-08-12 09:30:00
"2015-08-12","41",2015-08-13 00:58:14.402,False,2015-08-13 00:30:00,76.0,44.0,False,2015-08-12 09:00:00
"2015-08-12","45",2015-08-12 23:44:46.551,False,2015-08-12 23:30:00,68.0,59.0,True,2015-08-12 07:45:00
"2015-08-12","44",2015-08-12 23:13:22.441,True,2015-08-12 23:00:00,83.0,65.0,True,2015-08-12 09:00:00
"2015-08-13","42",2015-08-13 23:44:10.054,False,2015-08-14 00:00:00,40.0,0.0,True,2015-08-13 07:38:00
"2015-08-13","41",2015-08-14 01:39:30.736,False,2015-08-14 00:30:00,48.0,50.0,True,2015-08-13 10:30:00
"2015-08-13","45",2015-08-14 00:03:41.558,False,2015-08-14 00:00:00,52.0,0.0,False,2015-08-13 07:35:00
"2015-08-13","44",2015-08-13 23:15:29.638,True,2015-08-13 23:00:00,54.0,75.0,True,2015-08-13 09:00:00
"2015-08-13","38",2015-08-13 23:35:22.477,False,2015-08-13 23:00:00,64.0,38.0,False,2015-08-13 09:00:00
"2015-08-13","70",2015-08-13 23:38:10.339,True,,,,,
"2015-08-14","38",2015-08-14 23:10:13.493,False,2015-08-14 23:30:00,58.0,24.0,False,2015-08-14 07:00:00
"2015-08-14","44",,True,2015-08-15 01:00:00,73.0,44.0,False,2015-08-14 09:00:00
"2015-08-14","45",2015-08-15 00:53:39.270,False,2015-08-15 00:00:00,46.0,21.0,True,2015-08-14 08:10:00
"2015-08-14","41",2015-08-15 00:53:06.566,False,2015-08-15 00:30:00,46.0,27.0,False,2015-08-14 09:30:00
"2015-08-14","42",2015-08-15 03:22:18.036,False,,,,,
"2015-08-15","41",2015-08-16 00:55:59.120,False,2015-08-16 01:00:00,42.0,0.0,False,2015-08-15 11:30:00
"2015-08-15","42",2015-08-16 01:18:22.201,False,2015-08-16 01:00:00,34.0,39.0,True,2015-08-15 10:00:00
"2015-08-15","44",,True,2015-08-16 01:00:00,66.0,29.0,False,2015-08-15 11:30:00
"2015-08-15","51",2015-08-15 20:58:03.449,True,,,,,
"2015-08-15","70",2015-08-15 18:48:43.925,True,,,,,
"2015-08-15","45",2015-08-16 00:01:03.060,False,2015-08-16 00:00:00,42.0,0.0,False,2015-08-15 08:15:00
"2015-08-15","38",2015-08-16 01:03:37.201,False,2015-08-15 23:00:00,5.0,11.0,False,2015-08-15 04:00:00
"2015-08-16","42",2015-08-17 00:11:41.955,False,2015-08-17 00:15:00,15.0,47.0,True,2015-08-16 07:22:00
"2015-08-05","9996",,False,2015-08-06 00:34:00,44.0,52.0,False,2015-08-05 12:34:00
"2015-08-07","9996",2015-08-07 17:38:25.400,False,2015-08-08 00:34:00,0.0,0.0,False,2015-08-07 12:34:00
"2015-08-06","9996",,False,2015-08-07 00:37:00,60.0,62.0,False,2015-08-06 12:35:00
"2015-08-04","9996",,False,2015-08-05 00:36:00,67.0,57.0,True,2015-08-04 12:35:00
"2015-08-01","9996",2015-08-01 17:04:54.497,False,,,,,
"2015-08-16","70",2015-08-16 22:59:49.560,True,2015-08-16 22:30:00,81.0,100.0,True,2015-08-16 09:00:00
"2015-08-16","38",,False,2015-08-16 23:30:00,36.0,17.0,False,2015-08-16 10:00:00
"2015-08-16","51",2015-08-16 22:52:12.332,True,2015-08-16 22:45:00,81.0,76.0,True,2015-08-16 09:30:00
"2015-08-16","45",2015-08-16 23:52:05.230,False,2015-08-16 23:30:00,32.0,61.0,True,2015-08-16 10:15:00
"2015-08-16","44",2015-08-16 22:58:59.138,True,2015-08-16 23:00:00,58.0,65.0,True,2015-08-16 11:00:00
"2015-08-16","39",2015-08-17 00:08:45.390,True,2015-08-17 00:00:00,59.0,32.0,True,2015-08-16 11:01:00
"2015-08-16","41",2015-08-16 23:49:08.780,False,2015-08-16 23:30:00,17.0,40.0,True,2015-08-16 11:30:00
"2015-08-17","42",2015-08-17 23:58:08.566,False,2015-08-18 00:15:00,40.0,45.0,True,2015-08-17 08:00:00
"2015-08-17","51",2015-08-17 23:41:12.682,True,2015-08-17 23:15:00,76.0,56.0,True,2015-08-17 07:15:00
"2015-08-17","39",2015-08-17 18:47:40.587,True,2015-08-18 00:00:00,85.0,26.0,True,2015-08-17 08:04:00
"2015-08-17","41",2015-08-18 00:17:19.348,False,2015-08-18 00:00:00,52.0,66.0,True,2015-08-17 08:30:00
"2015-08-17","38",,False,2015-08-17 23:30:00,38.0,37.0,False,2015-08-17 09:15:00
"2015-08-17","45",2015-08-17 23:53:59.569,False,2015-08-17 23:30:00,47.0,53.0,True,2015-08-17 07:30:00
"2015-08-17","44",2015-08-17 23:25:16.699,True,2015-08-17 23:00:00,70.0,70.0,True,2015-08-17 09:00:00
"2015-08-17","70",2015-08-17 23:43:09.758,True,2015-08-17 23:00:00,73.0,90.0,True,2015-08-17 07:45:00
"2015-08-18","51",2015-08-18 22:52:34.634,True,2015-08-18 22:45:00,45.0,75.0,True,2015-08-18 07:00:00
"2015-08-18","38",2015-08-19 00:34:22.652,False,2015-08-18 23:30:00,42.0,73.0,True,2015-08-18 09:00:00
"2015-08-18","45",2015-08-18 23:30:43.845,False,2015-08-18 23:30:00,33.0,39.0,True,2015-08-18 07:25:00
"2015-08-18","41",2015-08-19 00:08:02.353,False,2015-08-19 00:00:00,41.0,56.0,False,2015-08-18 08:30:00
"2015-08-18","39",2015-08-18 23:22:36.591,True,2015-08-18 23:00:00,16.0,55.0,True,2015-08-18 08:00:00
"2015-08-18","44",2015-08-18 23:26:10.118,True,2015-08-18 23:00:00,73.0,68.0,True,2015-08-18 09:00:00
"2015-08-18","70",2015-08-18 22:54:21.078,True,2015-08-18 22:45:00,61.0,100.0,True,2015-08-18 08:30:00
"2015-08-18","42",2015-08-19 00:00:01.865,False,2015-08-19 00:00:00,40.0,29.0,True,2015-08-18 06:20:00
"2015-08-19","41",2015-08-20 01:06:13.370,False,2015-08-20 00:30:00,66.0,73.0,True,2015-08-19 09:00:00
"2015-08-19","51",2015-08-19 23:01:32.082,True,2015-08-19 22:30:00,54.0,73.0,True,2015-08-19 07:00:00
"2015-08-19","39",2015-08-19 23:44:52.946,True,2015-08-19 23:45:00,42.0,47.0,True,2015-08-19 08:31:00
"2015-08-19","45",2015-08-19 23:45:53.757,False,2015-08-19 23:30:00,62.0,47.0,True,2015-08-19 07:30:00
"2015-08-19","42",2015-08-19 23:29:26.202,False,2015-08-19 23:30:00,15.0,53.0,True,2015-08-19 08:10:00
"2015-08-19","70",2015-08-19 23:17:08.805,True,2015-08-19 22:30:00,53.0,96.0,True,2015-08-19 08:00:00
"2015-08-19","44",2015-08-19 23:52:14.113,True,2015-08-19 23:00:00,75.0,58.0,True,2015-08-19 09:00:00
"2015-08-19","38",2015-08-20 00:35:34.035,False,2015-08-19 23:00:00,64.0,86.0,True,2015-08-19 09:00:00
"2015-08-20","38",,False,2015-08-20 23:30:00,41.0,39.0,True,2015-08-20 07:30:00
"2015-08-20","42",,False,2015-08-21 03:00:00,39.0,10.0,True,2015-08-20 06:45:00
"2015-08-20","41",2015-08-21 01:26:12.597,False,2015-08-21 00:30:00,44.0,33.0,False,2015-08-20 08:30:00
"2015-08-20","45",2015-08-21 01:01:39.515,False,2015-08-21 00:00:00,55.0,0.0,False,2015-08-20 07:10:00
"2015-08-20","51",2015-08-20 22:57:06.388,True,2015-08-20 22:30:00,60.0,67.0,True,2015-08-20 07:00:00
"2015-08-20","39",,True,2015-08-20 23:45:00,68.0,22.0,True,2015-08-20 08:04:00
"2015-08-20","44",2015-08-20 23:59:12.990,True,2015-08-20 23:00:00,74.0,38.0,False,2015-08-20 09:00:00
"2015-08-20","70",2015-08-20 22:59:30.393,True,2015-08-20 23:00:00,69.0,82.0,True,2015-08-20 07:30:00
"2015-08-21","42",2015-08-21 10:05:52.755,False,2015-08-21 23:00:00,10.0,43.0,True,2015-08-21 10:06:00
"2015-08-21","41",,False,2015-08-22 04:00:00,30.0,0.0,False,2015-08-21 10:30:00
"2015-08-21","38",,False,2015-08-21 23:00:00,36.0,49.0,True,2015-08-21 08:00:00
"2015-08-21","39",,True,2015-08-22 00:00:00,81.0,0.0,False,2015-08-21 07:50:00
"2015-08-21","45",2015-08-22 00:32:09.455,False,2015-08-22 00:00:00,58.0,20.0,True,2015-08-21 08:00:00
"2015-08-21","44",,True,2015-08-22 00:00:00,49.0,59.0,True,2015-08-21 11:00:00
"2015-08-21","70",2015-08-21 23:49:50.414,True,2015-08-21 23:59:00,50.0,71.0,False,2015-08-21 07:45:00
"2015-08-22","42",2015-08-22 05:12:31.054,False,2015-08-23 00:30:00,13.0,67.0,True,2015-08-22 08:00:00
"2015-08-22","38",,False,2015-08-22 23:30:00,48.0,32.0,True,2015-08-22 09:30:00
"2015-08-22","39",,True,2015-08-23 01:00:00,78.0,9.0,False,2015-08-22 08:34:00
"2015-08-22","45",,False,2015-08-23 02:00:00,69.0,0.0,False,2015-08-22 07:15:00
"2015-08-22","70",2015-08-22 23:46:01.693,True,2015-08-23 00:30:00,84.0,51.0,False,2015-08-22 08:15:00
"2015-08-22","51",,True,2015-08-23 00:00:00,59.0,47.0,False,2015-08-22 09:00:00
"2015-08-22","44",2015-08-23 01:01:13.272,True,,,,,
"2015-08-23","51",2015-08-23 23:21:11.773,True,2015-08-23 22:30:00,54.0,86.0,True,2015-08-23 10:30:00
"2015-08-23","39",2015-08-24 00:58:35.865,True,2015-08-23 23:00:00,11.0,75.0,True,2015-08-23 08:46:00
"2015-08-23","70",2015-08-23 22:26:38.759,True,2015-08-23 22:15:00,92.0,100.0,True,2015-08-23 10:00:00
"2015-08-23","44",2015-08-24 00:15:10.834,True,,,,,
"2015-08-24","51",2015-08-24 23:15:32.699,True,2015-08-24 22:30:00,62.0,72.0,True,2015-08-24 07:00:00
"2015-08-24","39",,True,2015-08-24 23:45:00,77.0,32.0,True,2015-08-24 07:53:00
"2015-08-24","70",,True,2015-08-24 22:30:00,67.0,100.0,True,2015-08-24 07:45:00
"2015-08-24","53",2015-08-24 23:18:36.043,True,,,,,
"2015-08-24","44",2015-08-24 23:56:33.277,True,,,,,
"2015-08-25","51",2015-08-25 23:11:08.901,True,2015-08-25 22:30:00,59.0,65.0,True,2015-08-25 07:00:00
"2015-08-25","53",2015-08-25 22:36:12.797,True,2015-08-25 23:00:00,51.0,100.0,True,2015-08-25 07:40:00
"2015-08-26","39",2015-08-26 08:25:14.955,True,2015-08-26 23:45:00,63.0,13.0,True,2015-08-26 07:57:00
"2015-08-25","39",2015-08-26 00:13:56.893,True,,,,,
"2015-08-26","51",2015-08-26 23:44:13.235,True,2015-08-26 22:30:00,60.0,55.0,True,2015-08-26 07:00:00
"2015-08-27","53",2015-08-28 00:05:13.262,True,2015-08-27 22:30:00,29.0,89.0,True,2015-08-27 09:00:00
"2015-08-26","53",2015-08-27 00:37:57.540,True,,,,,
"2015-08-27","51",2015-08-27 22:48:37.411,True,2015-08-27 22:30:00,50.0,100.0,True,2015-08-27 07:00:00
"2015-08-27","39",2015-08-28 01:34:24.457,True,2015-08-27 23:45:00,42.0,21.0,True,2015-08-27 07:45:00
"2015-08-28","51",,True,2015-08-29 00:00:00,84.0,57.0,False,2015-08-28 07:10:00
"2015-08-28","53",,True,2015-08-28 23:00:00,45.0,67.0,False,2015-08-28 08:00:00
"2015-08-28","39",,True,2015-08-28 23:45:00,39.0,17.0,False,2015-08-28 08:19:00
"2015-08-29","39",2015-08-29 22:27:16.518,True,2015-08-29 23:45:00,45.0,11.0,False,2015-08-29 11:00:00
"2015-08-29","51",2015-08-30 00:23:18.278,True,2015-08-29 23:30:00,69.0,53.0,False,2015-08-29 09:30:00
"2015-09-02","58",2015-09-02 22:23:04.563,False,,,,,
"2015-09-03","52",2015-09-03 22:28:03.855,True,,,,,
"2015-09-02","55",2015-09-03 03:02:40.183,False,,,,,
"2015-09-03","55",2015-09-04 00:48:45.218,False,,,,,
"2015-09-04","52",2015-09-04 19:43:18.978,True,,,,,
"2015-09-04","60",2015-09-04 15:36:48.518,True,,,,,
"2015-09-06","52",2015-09-06 23:04:16.501,True,2015-09-06 22:30:00,93.0,55.0,True,2015-09-06 11:00:00
"2015-09-06","55",2015-09-07 02:24:42.964,False,2015-09-07 01:00:00,76.0,51.0,True,2015-09-06 11:00:00
"2015-09-06","61",2015-09-07 00:30:21.773,False,2015-09-06 22:30:00,49.0,59.0,True,2015-09-06 09:30:00
"2015-09-06","60",2015-09-07 01:14:49.906,True,2015-09-07 00:10:00,81.0,0.0,True,2015-09-06 07:34:00
"2015-09-06","58",2015-09-06 23:36:57.393,False,2015-09-06 23:00:00,69.0,57.0,True,2015-09-06 07:50:00
"2015-09-06","63",2015-09-06 23:22:11.851,False,,,,,
"2015-09-07","52",2015-09-07 23:30:16.583,True,2015-09-07 22:30:00,63.0,39.0,True,2015-09-07 06:20:00
"2015-09-07","61",2015-09-08 01:15:14.727,False,2015-09-07 23:00:00,13.0,50.0,True,2015-09-07 08:30:00
"2015-09-07","55",,False,2015-09-08 00:00:00,78.0,39.0,True,2015-09-07 09:30:00
"2015-09-07","58",2015-09-07 22:59:04.662,False,2015-09-07 23:00:00,71.0,83.0,True,2015-09-07 07:45:00
"2015-09-07","60",2015-09-08 01:17:15.784,True,2015-09-08 00:15:00,64.0,26.0,True,2015-09-07 05:52:00
"2015-09-07","63",2015-09-07 23:31:02.309,False,2015-09-07 23:30:00,28.0,0.0,False,2015-09-07 07:30:00
"2015-09-08","52",2015-09-08 23:38:52.458,True,2015-09-08 23:30:00,54.0,21.0,False,2015-09-08 06:20:00
"2015-09-08","58",2015-09-08 23:17:44.519,False,2015-09-08 22:50:00,55.0,47.0,False,2015-09-08 06:45:00
"2015-09-08","60",2015-09-09 02:00:59.776,True,2015-09-09 00:36:00,89.0,26.0,True,2015-09-08 05:52:00
"2015-09-08","63",2015-09-08 23:36:21.541,False,2015-09-08 23:00:00,37.0,24.0,True,2015-09-08 08:10:00
"2015-09-08","61",2015-09-08 23:53:59.095,False,2015-09-08 22:30:00,9.0,78.0,True,2015-09-08 08:30:00
"2015-09-08","55",2015-09-09 00:54:05.381,False,2015-09-09 00:00:00,31.0,74.0,True,2015-09-08 08:35:00
"2015-09-09","52",2015-09-09 23:30:31.391,True,2015-09-09 23:30:00,65.0,34.0,True,2015-09-09 09:45:00
"2015-09-09","55",2015-09-10 01:25:48.902,False,2015-09-10 01:00:00,73.0,33.0,True,2015-09-09 08:15:00
"2015-09-09","58",2015-09-09 23:10:55.113,False,2015-09-09 22:40:00,70.0,57.0,False,2015-09-09 07:15:00
"2015-09-09","60",2015-09-10 01:11:07.628,True,2015-09-10 00:26:00,80.0,30.0,True,2015-09-09 06:38:00
"2015-09-09","63",2015-09-09 23:39:52.045,False,2015-09-09 23:30:00,40.0,44.0,True,2015-09-09 08:05:00
"2015-09-09","61",2015-09-09 23:30:11.835,False,2015-09-09 22:30:00,22.0,78.0,True,2015-09-09 08:30:00
"2015-09-10","52",2015-09-10 22:44:03.861,True,2015-09-10 23:30:00,37.0,19.0,True,2015-09-10 08:50:00
"2015-09-10","61",2015-09-11 01:09:20.601,False,2015-09-10 23:30:00,58.0,28.0,True,2015-09-10 09:00:00
"2015-09-10","58",2015-09-10 23:19:59.453,False,2015-09-10 22:30:00,70.0,51.0,False,2015-09-10 07:30:00
"2015-09-10","55",,False,2015-09-11 01:00:00,79.0,49.0,True,2015-09-10 09:30:00
"2015-09-10","60",2015-09-11 01:33:41.882,True,2015-09-10 23:59:00,81.0,30.0,True,2015-09-10 05:53:00
"2015-09-10","63",2015-09-10 23:35:13.861,False,2015-09-10 23:00:00,36.0,35.0,True,2015-09-10 08:10:00
"2015-09-11","52",2015-09-12 00:25:21.595,True,2015-09-12 00:00:00,65.0,0.0,False,2015-09-11 06:45:00
"2015-09-11","55",2015-09-12 01:47:03.790,False,2015-09-12 01:00:00,59.0,14.0,False,2015-09-11 10:15:00
"2015-09-11","61",2015-09-12 00:59:18.191,False,2015-09-11 23:00:00,67.0,27.0,False,2015-09-11 08:30:00
"2015-09-11","63",,False,2015-09-12 00:00:00,40.0,9.0,True,2015-09-11 08:10:00
"2015-09-11","58",2015-09-11 23:53:37.729,False,2015-09-11 22:30:00,41.0,66.0,False,2015-09-11 08:45:00
"2015-09-12","58",2015-09-12 23:21:24.210,False,2015-09-12 22:30:00,52.0,50.0,False,2015-09-12 08:00:00
"2015-09-12","55",,False,2015-09-13 01:30:00,52.0,26.0,False,2015-09-12 10:00:00
"2015-09-12","52",2015-09-13 03:57:33.579,True,2015-09-13 03:00:00,20.0,0.0,False,2015-09-12 10:00:00
"2015-09-12","61",,False,2015-09-12 22:00:00,34.0,23.0,False,2015-09-12 10:00:00
"2015-09-12","60",2015-09-13 02:27:25.354,True,,,,,
"2015-09-13","61",2015-09-13 23:52:55.272,False,2015-09-13 22:30:00,53.0,72.0,True,2015-09-13 09:00:00
"2015-09-13","52",2015-09-13 23:08:22.177,True,2015-09-13 22:30:00,14.0,81.0,True,2015-09-13 11:00:00
"2015-09-12","63",,False,2015-09-13 00:00:00,53.0,0.0,True,2015-09-12 08:30:00
"2015-09-13","58",2015-09-13 23:28:54.998,False,2015-09-13 22:30:00,48.0,79.0,True,2015-09-13 09:20:00
"2015-09-13","63",2015-09-13 22:41:38.822,False,2015-09-13 23:00:00,58.0,48.0,True,2015-09-13 08:45:00
"2015-09-13","55",2015-09-14 01:51:58.283,False,,,,,
"2015-09-14","52",2015-09-14 23:03:13.993,True,2015-09-14 22:30:00,25.0,77.0,True,2015-09-14 06:20:00
"2015-09-14","55",,False,2015-09-15 00:00:00,64.0,64.0,True,2015-09-14 07:09:00
"2015-09-14","58",2015-09-15 00:36:44.746,False,2015-09-14 22:30:00,62.0,83.0,True,2015-09-14 06:50:00
"2015-09-14","63",2015-09-14 23:29:12.590,False,2015-09-14 23:30:00,39.0,60.0,True,2015-09-14 08:05:00
"2015-09-15","61",2015-09-15 21:44:24.948,False,2015-09-15 22:00:00,35.0,70.0,True,2015-09-15 07:35:00
"2015-09-15","58",2015-09-15 23:24:24.030,False,2015-09-15 22:30:00,66.0,48.0,False,2015-09-15 06:20:00
"2015-09-15","52",,True,2015-09-15 23:30:00,16.0,8.0,False,2015-09-15 06:20:00
"2015-09-14","61",2015-09-15 01:38:59.191,False,,,,,
"2015-09-15","63",2015-09-15 23:45:20.227,False,2015-09-15 23:30:00,37.0,43.0,True,2015-09-15 08:05:00
"2015-09-15","55",2015-09-16 01:36:40.355,False,2015-09-16 00:00:00,60.0,36.0,False,2015-09-15 07:40:00
"2015-09-16","58",2015-09-17 00:14:32.413,False,2015-09-16 22:30:00,74.0,73.0,True,2015-09-16 07:00:00
"2015-09-16","55",,False,2015-09-17 01:00:00,61.0,23.0,True,2015-09-16 08:22:00
"2015-09-16","52",2015-09-16 23:37:23.384,True,2015-09-16 23:00:00,63.0,24.0,True,2015-09-16 09:45:00
"2015-09-16","63",2015-09-16 23:43:48.837,False,2015-09-16 23:30:00,48.0,41.0,True,2015-09-16 08:00:00
"2015-09-16","61",2015-09-17 00:29:04.829,False,2015-09-16 23:30:00,36.0,82.0,True,2015-09-16 07:30:00
"2015-09-16","60",2015-09-17 01:32:06.307,True,,,,,
"2015-09-17","52",2015-09-17 22:53:20.470,True,2015-09-17 23:00:00,77.0,15.0,True,2015-09-17 07:30:00
"2015-09-17","55",,False,2015-09-18 00:00:00,31.0,66.0,True,2015-09-17 07:32:00
"2015-09-17","63",2015-09-17 23:28:46.728,False,2015-09-18 00:00:00,47.0,26.0,True,2015-09-17 08:05:00
"2015-09-17","61",2015-09-18 00:09:26.819,False,2015-09-17 22:30:00,37.0,74.0,True,2015-09-17 09:00:00
"2015-09-17","58",2015-09-17 23:16:46.634,False,2015-09-17 22:30:00,89.0,71.0,True,2015-09-17 06:30:00
"2015-09-18","55",,False,2015-09-19 01:00:00,24.0,33.0,False,2015-09-18 07:28:00
"2015-09-18","52",,True,2015-09-19 00:30:00,75.0,0.0,False,2015-09-18 07:00:00
"2015-09-18","58",,False,2015-09-18 23:00:00,37.0,34.0,False,2015-09-18 07:15:00
"2015-09-18","63",2015-09-18 23:49:47.758,False,2015-09-18 23:30:00,51.0,52.0,True,2015-09-18 08:30:00
"2015-09-18","61",2015-09-19 00:53:57.763,False,2015-09-18 23:00:00,27.0,46.0,False,2015-09-18 09:00:00
"2015-09-19","61",,False,2015-09-19 23:00:00,19.0,12.0,False,2015-09-19 11:00:00
"2015-09-19","55",2015-09-20 01:23:37.519,False,2015-09-20 00:30:00,30.0,51.0,False,2015-09-19 11:00:00
"2015-09-19","52",,True,2015-09-20 03:00:00,64.0,0.0,False,2015-09-19 10:00:00
"2015-09-19","58",,False,2015-09-19 23:00:00,33.0,47.0,False,2015-09-19 07:00:00
"2015-09-19","63",,False,2015-09-20 00:00:00,54.0,16.0,False,2015-09-19 09:45:00
